geography,immigrant_status,total_pop,total_income,total_stir,owner_pop,owner_income,owner_stir,renter_pop,renter_income,renter_stir,renter_owner_gap,city,csd_name
    Strathcona County (4811052) SM 00000 (  2.2%),Total Immigrant Status,95990.0,172000.0,17.3,85375.0,180600.0,16.2,10620.0,103400.0,25.7,9.5,Edmonton,Strathcona County
    Strathcona County (4811052) SM 00000 (  2.2%),Non-immigrants,83335.0,172200.0,17.2,74510.0,180400.0,16.1,8825.0,102000.0,26.2,10.099999999999998,Edmonton,Strathcona County
    Strathcona County (4811052) SM 00000 (  2.2%),Immigrant,12655.0,171600.0,18.0,10865.0,181600.0,17.1,1790.0,110200.0,23.3,6.199999999999999,Edmonton,Strathcona County
    Fort Saskatchewan (4811056) CY 00000 (  3.7%),Total Immigrant Status,26340.0,147800.0,18.3,21015.0,161600.0,16.6,5325.0,93500.0,25.3,8.7,Edmonton,Fort Saskatchewan
    Fort Saskatchewan (4811056) CY 00000 (  3.7%),Non-immigrants,23255.0,150000.0,18.1,18565.0,164000.0,16.3,4690.0,94200.0,25.4,9.099999999999998,Edmonton,Fort Saskatchewan
    Fort Saskatchewan (4811056) CY 00000 (  3.7%),Immigrant,3085.0,131200.0,19.7,2450.0,142200.0,18.4,635.0,88800.0,25.0,6.600000000000001,Edmonton,Fort Saskatchewan
    Sturgeon County (4811059) MD 00000 (  9.1%),Total Immigrant Status,18160.0,172800.0,17.0,15735.0,182200.0,17.0,2425.0,112200.0,17.4,0.3999999999999986,Edmonton,Sturgeon County
    Sturgeon County (4811059) MD 00000 (  9.1%),Non-immigrants,16430.0,171600.0,17.0,14125.0,181200.0,16.9,2305.0,112600.0,17.3,0.40000000000000213,Edmonton,Sturgeon County
    Sturgeon County (4811059) MD 00000 (  9.1%),Immigrant,1730.0,184000.0,17.5,1615.0,189800.0,17.4,115.0,104000.0,18.2,0.8000000000000007,Edmonton,Sturgeon County
    Edmonton (4811061) CY 00000 (  5.6%),Total Immigrant Status,979875.0,132200.0,21.0,675070.0,152600.0,19.1,304800.0,86700.0,25.3,6.199999999999999,Edmonton,Edmonton
    Edmonton (4811061) CY 00000 (  5.6%),Non-immigrants,540335.0,135400.0,20.5,366525.0,159000.0,17.7,173805.0,85600.0,26.4,8.7,Edmonton,Edmonton
    Edmonton (4811061) CY 00000 (  5.6%),Immigrant,439540.0,128200.0,21.6,308550.0,145200.0,20.7,130995.0,88300.0,23.8,3.1000000000000014,Edmonton,Edmonton
    St. Albert (4811062) CY 00000 (  3.0%),Total Immigrant Status,66160.0,160800.0,18.4,56810.0,171000.0,17.1,9350.0,99000.0,26.5,9.399999999999999,Edmonton,St. Albert
    St. Albert (4811062) CY 00000 (  3.0%),Non-immigrants,55355.0,163200.0,18.2,48290.0,173200.0,16.9,7070.0,95300.0,27.5,10.600000000000001,Edmonton,St. Albert
    St. Albert (4811062) CY 00000 (  3.0%),Immigrant,10805.0,148000.0,19.5,8520.0,158000.0,18.5,2280.0,110300.0,23.6,5.100000000000001,Edmonton,St. Albert
    Gibbons (4811064) T 00010 ( 11.9%),Total Immigrant Status,3135.0,137000.0,18.2,2805.0,142400.0,17.2,325.0,90000.0,27.0,9.8,Edmonton,Gibbons
    Gibbons (4811064) T 00010 ( 11.9%),Non-immigrants,2980.0,137000.0,18.0,2655.0,142800.0,16.9,325.0,90000.0,27.0,10.100000000000001,Edmonton,Gibbons
    Gibbons (4811064) T 00010 ( 11.9%),Immigrant,150.0,134000.0,22.6,150.0,134000.0,22.6,0.0,,,,Edmonton,Gibbons
    Redwater (4811065) T 00020 ( 23.4%),Total Immigrant Status,2030.0,125500.0,18.5,1400.0,139600.0,16.6,630.0,94400.0,22.8,6.199999999999999,Edmonton,Redwater
    Redwater (4811065) T 00020 ( 23.4%),Non-immigrants,1950.0,127100.0,18.4,1345.0,141600.0,16.6,605.0,94800.0,22.5,5.899999999999999,Edmonton,Redwater
    Redwater (4811065) T 00020 ( 23.4%),Immigrant,75.0,84000.0,20.8,55.0,88000.0,16.8,0.0,,,,Edmonton,Redwater
    Bon Accord (4811066) T 00000 (  3.8%),Total Immigrant Status,1510.0,117000.0,22.3,1310.0,123500.0,20.6,205.0,74500.0,33.2,12.600000000000001,Edmonton,Bon Accord
    Bon Accord (4811066) T 00000 (  3.8%),Non-immigrants,1390.0,117800.0,21.8,1230.0,122800.0,20.7,155.0,78000.0,30.8,10.100000000000001,Edmonton,Bon Accord
    Bon Accord (4811066) T 00000 (  3.8%),Immigrant,120.0,108000.0,27.2,75.0,136000.0,18.4,0.0,,,,Edmonton,Bon Accord
    Morinville (4811068) T 00000 (  5.9%),Total Immigrant Status,10020.0,133400.0,19.7,8540.0,140400.0,18.5,1480.0,93000.0,26.3,7.800000000000001,Edmonton,Morinville
    Morinville (4811068) T 00000 (  5.9%),Non-immigrants,9385.0,134400.0,19.4,8100.0,141200.0,18.2,1285.0,91500.0,27.1,8.900000000000002,Edmonton,Morinville
    Morinville (4811068) T 00000 (  5.9%),Immigrant,635.0,116800.0,23.0,435.0,122800.0,24.0,195.0,103000.0,20.8,-3.1999999999999993,Edmonton,Morinville
    Legal (4811069) T 00000 (  1.7%),Total Immigrant Status,1105.0,119400.0,19.0,920.0,127200.0,18.3,190.0,81000.0,22.4,4.099999999999998,Edmonton,Legal
    Legal (4811069) T 00000 (  1.7%),Non-immigrants,1060.0,119200.0,19.2,875.0,127000.0,18.5,185.0,82000.0,22.7,4.199999999999999,Edmonton,Legal
    Legal (4811069) T 00000 (  1.7%),Immigrant,50.0,120000.0,14.0,45.0,128000.0,14.4,0.0,,,,Edmonton,Legal
    Enoch Cree Nation (4811804) IRI 02030 ( 30.7%),Total Immigrant Status,0.0,,,0.0,,,0.0,,,,Edmonton,Enoch Cree Nation
    Enoch Cree Nation (4811804) IRI 02030 ( 30.7%),Non-immigrants,0.0,,,0.0,,,0.0,,,,Edmonton,Enoch Cree Nation
    Enoch Cree Nation (4811804) IRI 02030 ( 30.7%),Immigrant,0.0,,,0.0,,,0.0,,,,Edmonton,Enoch Cree Nation
    Alexander 134 (4811805) IRI 03030 ( 36.0%),Total Immigrant Status,0.0,,,0.0,,,0.0,,,,Edmonton,Alexander 134
    Alexander 134 (4811805) IRI 03030 ( 36.0%),Non-immigrants,0.0,,,0.0,,,0.0,,,,Edmonton,Alexander 134
    Alexander 134 (4811805) IRI 03030 ( 36.0%),Immigrant,0.0,,,0.0,,,0.0,,,,Edmonton,Alexander 134
    Wabamun 133A (4811806) IRI 03030 ( 39.6%),Total Immigrant Status,0.0,,,0.0,,,0.0,,,,Edmonton,Wabamun 133A
    Wabamun 133A (4811806) IRI 03030 ( 39.6%),Non-immigrants,0.0,,,0.0,,,0.0,,,,Edmonton,Wabamun 133A
    Wabamun 133A (4811806) IRI 03030 ( 39.6%),Immigrant,0.0,,,0.0,,,0.0,,,,Edmonton,Wabamun 133A
    Wabamun 133B (4811807) IRI 09999 ( 40.0%),Total Immigrant Status,,,,,,,,,,,Edmonton,Wabamun 133B
    Wabamun 133B (4811807) IRI 09999 ( 40.0%),Non-immigrants,,,,,,,,,,,Edmonton,Wabamun 133B
    Wabamun 133B (4811807) IRI 09999 ( 40.0%),Immigrant,,,,,,,,,,,Edmonton,Wabamun 133B
"  Vancouver (CMA), B.C. 20000 (  3.9%)",Total Immigrant Status,2487665.0,148000.0,22.4,1696895.0,167400.0,20.7,790770.0,106300.0,26.0,5.300000000000001,Vancouver,Vancouver
"  Vancouver (CMA), B.C. 20000 (  3.9%)",Non-immigrants,1071675.0,159800.0,20.6,721210.0,185000.0,17.8,350465.0,107800.0,26.2,8.399999999999999,Vancouver,Vancouver
"  Vancouver (CMA), B.C. 20000 (  3.9%)",Immigrant,1415995.0,139000.0,23.8,975690.0,154400.0,22.8,440305.0,105200.0,25.9,3.099999999999998,Vancouver,Vancouver
    Langley (5915001) DM 00000 (  3.1%),Total Immigrant Status,126220.0,155400.0,20.6,106520.0,163400.0,19.7,19705.0,112600.0,25.4,5.699999999999999,Vancouver,Langley
    Langley (5915001) DM 00000 (  3.1%),Non-immigrants,87405.0,160000.0,19.3,73580.0,169400.0,18.3,13825.0,109300.0,24.5,6.199999999999999,Vancouver,Langley
    Langley (5915001) DM 00000 (  3.1%),Immigrant,38820.0,145000.0,23.5,32935.0,149400.0,22.8,5880.0,120400.0,27.5,4.699999999999999,Vancouver,Langley
    Langley (5915002) CY 00000 (  4.7%),Total Immigrant Status,27635.0,110900.0,22.4,18465.0,125600.0,20.7,9175.0,81500.0,25.7,5.0,Vancouver,Langley
    Langley (5915002) CY 00000 (  4.7%),Non-immigrants,19435.0,113200.0,21.7,13250.0,129600.0,19.8,6190.0,78100.0,25.7,5.899999999999999,Vancouver,Langley
    Langley (5915002) CY 00000 (  4.7%),Immigrant,8200.0,105500.0,23.9,5215.0,115300.0,22.9,2980.0,88400.0,25.5,2.6000000000000014,Vancouver,Langley
    Surrey (5915004) CY 00000 (  4.1%),Total Immigrant Status,549780.0,143200.0,22.1,403320.0,157800.0,21.6,146460.0,102900.0,23.3,1.6999999999999993,Vancouver,Surrey
    Surrey (5915004) CY 00000 (  4.1%),Non-immigrants,183435.0,145800.0,19.7,133880.0,162200.0,17.7,49550.0,101000.0,25.1,7.400000000000002,Vancouver,Surrey
    Surrey (5915004) CY 00000 (  4.1%),Immigrant,366350.0,142000.0,23.3,269440.0,155600.0,23.6,96905.0,103800.0,22.4,-1.2000000000000028,Vancouver,Surrey
    White Rock (5915007) CY 00000 (  4.5%),Total Immigrant Status,19825.0,140600.0,24.0,13440.0,159400.0,21.2,6385.0,101100.0,29.8,8.600000000000001,Vancouver,White Rock
    White Rock (5915007) CY 00000 (  4.5%),Non-immigrants,13055.0,141600.0,22.6,8465.0,163400.0,19.3,4590.0,101500.0,28.8,9.5,Vancouver,White Rock
    White Rock (5915007) CY 00000 (  4.5%),Immigrant,6770.0,139000.0,26.5,4975.0,153000.0,24.4,1785.0,100100.0,32.5,8.100000000000001,Vancouver,White Rock
    Delta (5915011) CY 00000 (  2.7%),Total Immigrant Status,104965.0,152800.0,19.9,82305.0,164000.0,18.6,22660.0,112100.0,24.4,5.799999999999997,Vancouver,Delta
    Delta (5915011) CY 00000 (  2.7%),Non-immigrants,54465.0,158000.0,18.5,42435.0,170800.0,16.5,12030.0,113000.0,25.8,9.3,Vancouver,Delta
    Delta (5915011) CY 00000 (  2.7%),Immigrant,50505.0,147200.0,21.4,39870.0,156800.0,21.0,10635.0,111100.0,22.9,1.8999999999999986,Vancouver,Delta
    Richmond (5915015) CY 00000 (  2.6%),Total Immigrant Status,194585.0,130200.0,23.5,144150.0,140200.0,22.0,50435.0,101600.0,27.7,5.699999999999999,Vancouver,Richmond
    Richmond (5915015) CY 00000 (  2.6%),Non-immigrants,44130.0,147800.0,19.6,30610.0,164600.0,16.8,13525.0,110000.0,25.8,9.0,Vancouver,Richmond
    Richmond (5915015) CY 00000 (  2.6%),Immigrant,150450.0,125000.0,24.6,113535.0,133600.0,23.3,36915.0,98500.0,28.4,5.099999999999998,Vancouver,Richmond
    Metro Vancouver A (5915020) RDA 00000 (  8.5%),Total Immigrant Status,13285.0,145600.0,30.2,6175.0,176800.0,27.2,7110.0,118600.0,32.9,5.699999999999999,Vancouver,Metro Vancouver A
    Metro Vancouver A (5915020) RDA 00000 (  8.5%),Non-immigrants,3880.0,154400.0,26.4,1625.0,200800.0,17.5,2255.0,120900.0,32.9,15.399999999999999,Vancouver,Metro Vancouver A
    Metro Vancouver A (5915020) RDA 00000 (  8.5%),Immigrant,9410.0,142000.0,31.8,4550.0,168400.0,30.6,4860.0,117500.0,32.9,2.299999999999997,Vancouver,Metro Vancouver A
    Vancouver (5915022) CY 00000 (  4.8%),Total Immigrant Status,615670.0,150200.0,23.2,323825.0,186800.0,20.2,291845.0,109500.0,26.5,6.300000000000001,Vancouver,Vancouver
    Vancouver (5915022) CY 00000 (  4.8%),Non-immigrants,266835.0,162600.0,22.9,124805.0,222200.0,18.4,142030.0,110400.0,26.8,8.400000000000002,Vancouver,Vancouver
    Vancouver (5915022) CY 00000 (  4.8%),Immigrant,348835.0,140600.0,23.4,199020.0,164600.0,21.3,149815.0,108500.0,26.2,4.899999999999999,Vancouver,Vancouver
    Burnaby (5915025) CY 00000 (  3.5%),Total Immigrant Status,234090.0,135200.0,22.2,152890.0,153400.0,20.3,81200.0,101000.0,25.8,5.5,Vancouver,Burnaby
    Burnaby (5915025) CY 00000 (  3.5%),Non-immigrants,76200.0,149800.0,20.0,48665.0,177000.0,16.8,27535.0,101700.0,25.7,8.899999999999999,Vancouver,Burnaby
    Burnaby (5915025) CY 00000 (  3.5%),Immigrant,157885.0,128200.0,23.3,104225.0,142400.0,22.0,53670.0,100600.0,25.9,3.8999999999999986,Vancouver,Burnaby
    New Westminster (5915029) CY 00000 (  3.5%),Total Immigrant Status,76145.0,126300.0,23.0,46495.0,150200.0,21.2,29655.0,88800.0,25.9,4.699999999999999,Vancouver,New Westminster
    New Westminster (5915029) CY 00000 (  3.5%),Non-immigrants,38185.0,129400.0,21.9,23475.0,156200.0,19.2,14715.0,86700.0,26.2,7.0,Vancouver,New Westminster
    New Westminster (5915029) CY 00000 (  3.5%),Immigrant,37960.0,123100.0,24.2,23020.0,144000.0,23.2,14940.0,90900.0,25.6,2.400000000000002,Vancouver,New Westminster
    Coquitlam (5915034) CY 00000 (  3.4%),Total Immigrant Status,141395.0,140800.0,22.5,104235.0,155800.0,20.7,37160.0,98500.0,27.4,6.699999999999999,Vancouver,Coquitlam
    Coquitlam (5915034) CY 00000 (  3.4%),Non-immigrants,57030.0,156200.0,18.8,41940.0,174200.0,16.5,15085.0,106500.0,25.3,8.8,Vancouver,Coquitlam
    Coquitlam (5915034) CY 00000 (  3.4%),Immigrant,84370.0,130200.0,25.0,62295.0,143400.0,23.6,22070.0,93100.0,28.8,5.199999999999999,Vancouver,Coquitlam
    Belcarra (5915036) VL 00000 (  4.2%),Total Immigrant Status,630.0,274000.0,18.6,570.0,292000.0,16.5,60.0,108000.0,39.5,23.0,Vancouver,Belcarra
    Belcarra (5915036) VL 00000 (  4.2%),Non-immigrants,465.0,298000.0,16.7,430.0,311000.0,15.6,40.0,140000.0,31.0,15.4,Vancouver,Belcarra
    Belcarra (5915036) VL 00000 (  4.2%),Immigrant,165.0,208000.0,24.1,140.0,232000.0,19.0,0.0,,,,Vancouver,Belcarra
    Anmore (5915038) VL 00000 (  2.8%),Total Immigrant Status,2255.0,262000.0,19.9,2105.0,266000.0,20.2,155.0,204000.0,16.8,-3.3999999999999986,Vancouver,Anmore
    Anmore (5915038) VL 00000 (  2.8%),Non-immigrants,1485.0,255600.0,19.6,1395.0,266400.0,19.5,85.0,82000.0,21.6,2.1000000000000014,Vancouver,Anmore
    Anmore (5915038) VL 00000 (  2.8%),Immigrant,770.0,274000.0,20.5,710.0,265500.0,21.4,65.0,370000.0,10.6,-10.799999999999999,Vancouver,Anmore
    Port Coquitlam (5915039) CY 00000 (  2.8%),Total Immigrant Status,59215.0,138800.0,20.1,47495.0,149200.0,18.7,11715.0,96600.0,25.7,7.0,Vancouver,Port Coquitlam
    Port Coquitlam (5915039) CY 00000 (  2.8%),Non-immigrants,32280.0,142600.0,18.7,25755.0,154800.0,17.0,6530.0,95300.0,25.6,8.600000000000001,Vancouver,Port Coquitlam
    Port Coquitlam (5915039) CY 00000 (  2.8%),Immigrant,26930.0,134200.0,21.8,21745.0,142800.0,20.8,5185.0,98200.0,25.9,5.099999999999998,Vancouver,Port Coquitlam
    Port Moody (5915043) CY 00000 (  2.6%),Total Immigrant Status,32665.0,167600.0,20.4,25190.0,179600.0,19.3,7475.0,127500.0,24.1,4.800000000000001,Vancouver,Port Moody
    Port Moody (5915043) CY 00000 (  2.6%),Non-immigrants,19310.0,182400.0,18.4,15090.0,193400.0,17.1,4220.0,142400.0,23.3,6.199999999999999,Vancouver,Port Moody
    Port Moody (5915043) CY 00000 (  2.6%),Immigrant,13355.0,146400.0,23.3,10100.0,158600.0,22.6,3250.0,108100.0,25.3,2.6999999999999993,Vancouver,Port Moody
    North Vancouver (5915046) DM 00000 (  2.9%),Total Immigrant Status,84165.0,209800.0,21.5,67020.0,229800.0,19.9,17140.0,132400.0,27.5,7.600000000000001,Vancouver,North Vancouver
    North Vancouver (5915046) DM 00000 (  2.9%),Non-immigrants,49520.0,235800.0,18.7,41050.0,255800.0,17.3,8470.0,138400.0,25.6,8.3,Vancouver,North Vancouver
    North Vancouver (5915046) DM 00000 (  2.9%),Immigrant,34650.0,173000.0,25.3,25975.0,188400.0,24.0,8670.0,126600.0,29.3,5.300000000000001,Vancouver,North Vancouver
    North Vancouver (5915051) CY 00000 (  4.2%),Total Immigrant Status,55065.0,142000.0,24.4,31715.0,171000.0,21.3,23350.0,102600.0,28.6,7.300000000000001,Vancouver,North Vancouver
    North Vancouver (5915051) CY 00000 (  4.2%),Non-immigrants,28880.0,157800.0,22.6,17695.0,190600.0,19.5,11185.0,105900.0,27.7,8.2,Vancouver,North Vancouver
    North Vancouver (5915051) CY 00000 (  4.2%),Immigrant,26185.0,124500.0,26.3,14020.0,146200.0,23.5,12160.0,99500.0,29.5,6.0,Vancouver,North Vancouver
    West Vancouver (5915055) DM 00000 (  3.5%),Total Immigrant Status,38010.0,281600.0,25.8,27645.0,320000.0,22.8,10360.0,179400.0,34.0,11.2,Vancouver,West Vancouver
    West Vancouver (5915055) DM 00000 (  3.5%),Non-immigrants,17435.0,325200.0,20.2,13155.0,365600.0,16.5,4280.0,200800.0,31.6,15.100000000000001,Vancouver,West Vancouver
    West Vancouver (5915055) DM 00000 (  3.5%),Immigrant,20570.0,245000.0,30.7,14485.0,278800.0,28.5,6080.0,164400.0,35.7,7.200000000000003,Vancouver,West Vancouver
    Bowen Island (5915062) IM 00000 (  8.6%),Total Immigrant Status,4030.0,188400.0,20.5,3530.0,201600.0,20.0,505.0,96000.0,24.4,4.399999999999999,Vancouver,Bowen Island
    Bowen Island (5915062) IM 00000 (  8.6%),Non-immigrants,2975.0,196400.0,20.6,2650.0,209200.0,19.8,320.0,91600.0,26.9,7.099999999999998,Vancouver,Bowen Island
    Bowen Island (5915062) IM 00000 (  8.6%),Immigrant,1065.0,166400.0,20.3,880.0,179200.0,20.4,180.0,104000.0,19.8,-0.5999999999999979,Vancouver,Bowen Island
    Lions Bay (5915065) VL 00000 (  8.9%),Total Immigrant Status,1350.0,213400.0,21.4,1195.0,219200.0,20.8,150.0,168000.0,26.2,5.399999999999999,Vancouver,Lions Bay
    Lions Bay (5915065) VL 00000 (  8.9%),Non-immigrants,780.0,218400.0,21.1,690.0,222800.0,21.3,95.0,188000.0,19.6,-1.6999999999999993,Vancouver,Lions Bay
    Lions Bay (5915065) VL 00000 (  8.9%),Immigrant,570.0,206000.0,22.0,510.0,215000.0,20.3,60.0,136000.0,36.0,15.7,Vancouver,Lions Bay
    Pitt Meadows (5915070) CY 00000 (  2.4%),Total Immigrant Status,18520.0,141800.0,20.0,15220.0,152200.0,18.8,3305.0,94000.0,25.2,6.399999999999999,Vancouver,Pitt Meadows
    Pitt Meadows (5915070) CY 00000 (  2.4%),Non-immigrants,12315.0,143200.0,19.4,10060.0,155200.0,17.7,2255.0,89600.0,26.9,9.2,Vancouver,Pitt Meadows
    Pitt Meadows (5915070) CY 00000 (  2.4%),Immigrant,6205.0,139400.0,21.1,5160.0,146600.0,21.1,1045.0,103400.0,21.4,0.29999999999999716,Vancouver,Pitt Meadows
    Maple Ridge (5915075) CY 00000 (  2.7%),Total Immigrant Status,88150.0,144200.0,21.2,73385.0,153600.0,20.2,14765.0,97500.0,26.1,5.900000000000002,Vancouver,Maple Ridge
    Maple Ridge (5915075) CY 00000 (  2.7%),Non-immigrants,62175.0,145200.0,20.3,50520.0,156400.0,19.0,11655.0,96600.0,26.1,7.100000000000001,Vancouver,Maple Ridge
    Maple Ridge (5915075) CY 00000 (  2.7%),Immigrant,25975.0,142000.0,23.4,22865.0,147600.0,23.0,3110.0,100700.0,26.3,3.3000000000000007,Vancouver,Maple Ridge
    Semiahmoo (5915801) IRI 01919 ( 12.9%),Total Immigrant Status,,,,,,,,,,,Vancouver,Semiahmoo
    Semiahmoo (5915801) IRI 01919 ( 12.9%),Non-immigrants,,,,,,,,,,,Vancouver,Semiahmoo
    Semiahmoo (5915801) IRI 01919 ( 12.9%),Immigrant,,,,,,,,,,,Vancouver,Semiahmoo
    Tsawwassen (5915802) TWL 00000 (  3.6%),Total Immigrant Status,0.0,,,0.0,,,0.0,,,,Vancouver,Tsawwassen
    Tsawwassen (5915802) TWL 00000 (  3.6%),Non-immigrants,0.0,,,0.0,,,0.0,,,,Vancouver,Tsawwassen
    Tsawwassen (5915802) TWL 00000 (  3.6%),Immigrant,0.0,,,0.0,,,0.0,,,,Vancouver,Tsawwassen
    Musqueam 2 (5915803) IRI 01010 ( 14.8%),Total Immigrant Status,0.0,,,0.0,,,0.0,,,,Vancouver,Musqueam 2
    Musqueam 2 (5915803) IRI 01010 ( 14.8%),Non-immigrants,0.0,,,0.0,,,0.0,,,,Vancouver,Musqueam 2
    Musqueam 2 (5915803) IRI 01010 ( 14.8%),Immigrant,0.0,,,0.0,,,0.0,,,,Vancouver,Musqueam 2
    Coquitlam 2 (5915804) IRI 09999 (  0.0%),Total Immigrant Status,,,,,,,,,,,Vancouver,Coquitlam 2
    Coquitlam 2 (5915804) IRI 09999 (  0.0%),Non-immigrants,,,,,,,,,,,Vancouver,Coquitlam 2
    Coquitlam 2 (5915804) IRI 09999 (  0.0%),Immigrant,,,,,,,,,,,Vancouver,Coquitlam 2
    Coquitlam 1 (5915805) IRI 02929 ( 29.2%),Total Immigrant Status,,,,,,,,,,,Vancouver,Coquitlam 1
    Coquitlam 1 (5915805) IRI 02929 ( 29.2%),Non-immigrants,,,,,,,,,,,Vancouver,Coquitlam 1
    Coquitlam 1 (5915805) IRI 02929 ( 29.2%),Immigrant,,,,,,,,,,,Vancouver,Coquitlam 1
    Burrard Inlet 3 (5915806) IRI 00000 (  2.2%),Total Immigrant Status,0.0,,,0.0,,,0.0,,,,Vancouver,Burrard Inlet 3
    Burrard Inlet 3 (5915806) IRI 00000 (  2.2%),Non-immigrants,0.0,,,0.0,,,0.0,,,,Vancouver,Burrard Inlet 3
    Burrard Inlet 3 (5915806) IRI 00000 (  2.2%),Immigrant,0.0,,,0.0,,,0.0,,,,Vancouver,Burrard Inlet 3
    Mission 1 (5915807) IRI 02020 ( 28.5%),Total Immigrant Status,0.0,,,0.0,,,0.0,,,,Vancouver,Mission 1
    Mission 1 (5915807) IRI 02020 ( 28.5%),Non-immigrants,0.0,,,0.0,,,0.0,,,,Vancouver,Mission 1
    Mission 1 (5915807) IRI 02020 ( 28.5%),Immigrant,0.0,,,0.0,,,0.0,,,,Vancouver,Mission 1
    Capilano 5 (5915808) IRI 01010 ( 13.7%),Total Immigrant Status,0.0,,,0.0,,,0.0,,,,Vancouver,Capilano 5
    Capilano 5 (5915808) IRI 01010 ( 13.7%),Non-immigrants,0.0,,,0.0,,,0.0,,,,Vancouver,Capilano 5
    Capilano 5 (5915808) IRI 01010 ( 13.7%),Immigrant,0.0,,,0.0,,,0.0,,,,Vancouver,Capilano 5
    Barnston Island 3 (5915809) IRI 19999 (  0.0%),Total Immigrant Status,,,,,,,,,,,Vancouver,Barnston Island 3
    Barnston Island 3 (5915809) IRI 19999 (  0.0%),Non-immigrants,,,,,,,,,,,Vancouver,Barnston Island 3
    Barnston Island 3 (5915809) IRI 19999 (  0.0%),Immigrant,,,,,,,,,,,Vancouver,Barnston Island 3
    Musqueam 4 (5915810) IRI 09999 ( 25.0%),Total Immigrant Status,,,,,,,,,,,Vancouver,Musqueam 4
    Musqueam 4 (5915810) IRI 09999 ( 25.0%),Non-immigrants,,,,,,,,,,,Vancouver,Musqueam 4
    Musqueam 4 (5915810) IRI 09999 ( 25.0%),Immigrant,,,,,,,,,,,Vancouver,Musqueam 4
    Seymour Creek 2 (5915811) IRI 03939 ( 30.0%),Total Immigrant Status,,,,,,,,,,,Vancouver,Seymour Creek 2
    Seymour Creek 2 (5915811) IRI 03939 ( 30.0%),Non-immigrants,,,,,,,,,,,Vancouver,Seymour Creek 2
    Seymour Creek 2 (5915811) IRI 03939 ( 30.0%),Immigrant,,,,,,,,,,,Vancouver,Seymour Creek 2
    Katzie 2 (5915813) IRI 09999 ( 21.4%),Total Immigrant Status,,,,,,,,,,,Vancouver,Katzie 2
    Katzie 2 (5915813) IRI 09999 ( 21.4%),Non-immigrants,,,,,,,,,,,Vancouver,Katzie 2
    Katzie 2 (5915813) IRI 09999 ( 21.4%),Immigrant,,,,,,,,,,,Vancouver,Katzie 2
    McMillan Island 6 (5915816) IRI 05959 ( 81.0%),Total Immigrant Status,,,,,,,,,,,Vancouver,McMillan Island 6
    McMillan Island 6 (5915816) IRI 05959 ( 81.0%),Non-immigrants,,,,,,,,,,,Vancouver,McMillan Island 6
    McMillan Island 6 (5915816) IRI 05959 ( 81.0%),Immigrant,,,,,,,,,,,Vancouver,McMillan Island 6
    Matsqui 4 (5915825) IRI 01010 ( 15.3%),Total Immigrant Status,0.0,,,0.0,,,0.0,,,,Vancouver,Matsqui 4
    Matsqui 4 (5915825) IRI 01010 ( 15.3%),Non-immigrants,0.0,,,0.0,,,0.0,,,,Vancouver,Matsqui 4
    Matsqui 4 (5915825) IRI 01010 ( 15.3%),Immigrant,0.0,,,0.0,,,0.0,,,,Vancouver,Matsqui 4
    Katzie 1 (5915830) IRI 05959 ( 60.3%),Total Immigrant Status,,,,,,,,,,,Vancouver,Katzie 1
    Katzie 1 (5915830) IRI 05959 ( 60.3%),Non-immigrants,,,,,,,,,,,Vancouver,Katzie 1
    Katzie 1 (5915830) IRI 05959 ( 60.3%),Immigrant,,,,,,,,,,,Vancouver,Katzie 1
    Whonnock 1 (5915840) IRI 09999 (100.0%),Total Immigrant Status,,,,,,,,,,,Vancouver,Whonnock 1
    Whonnock 1 (5915840) IRI 09999 (100.0%),Non-immigrants,,,,,,,,,,,Vancouver,Whonnock 1
    Whonnock 1 (5915840) IRI 09999 (100.0%),Immigrant,,,,,,,,,,,Vancouver,Whonnock 1
